Review,sentiment
"Vimannagar Social Socials is always a good idea! Be it in Mumbai or in Pune. Energy of this place has always amazed me, the food is just about right.. however some of their dishes could be a dud. Stick to ordering the usual tried and tested dishes only. They don’t compromise on the quality of alcohol in their drinks, so they score a brownie point there! The amphitheater like seating in the Vimannagar socials gives a good break from the monotonous table-chair setup. Overall, Ambience - 4.5/5 Food - 2.5/5 Drinks - 3/5 Happy eating!",negative
"A good place in Phoenix mall. Ambience is catchy. They have work place as well where you can use your laptops and work. Good service. Good music and service. Coming to food, they have very desi dishes in their menu like vadapav, pakodas, bhel etc. We orderd Nachos, chicken Tikka pizza, chiken chilli and butter chicken biryani. All of them were amazing.",positive
"Drinks:Aacharoska - Basically a Caipiroska with an Indian twist. Nice to taste. Food:Ghoda Masala Boti - Taste was nice but the mutton was a little tough.Ghee Roast Chicken - The dish was well made with a smooth texture, typically made the South Indian way with curry leaves. Aslam Butter Tikka Sizzler - The tikkas were well grilled with a slight smoky flavour laid on a bed of cabbage leaves. Butter sauce is provided separately & is poured over the tikkas as per taste. This dish is midly spiced but well flavoured. My favourite of the lot. Tandoori Momos - Your average tandoori momos. Desserts:Old Monk & Chocolate Samosa - This dessert is on their monsoon special menu & is highly recommended. Six samosas with rum infused chocolate filling One Layer Cake - This dish is layers of mousse on which hot chocolate ganache was poured. Pretty average.",positive
Hi all We went here on the dry day Well the place is awesome and friendly Ambience bus awesome .The food quality is suberb Starters were delicious The main course was also good Desserts were superb as we had nitrogen ice-cream We were served politely especially samarth and pubgi Amit. Sao 5 stars to the whole place,positive
"Had a fabulous evening here in Flechazo. I celebrated my birthday here. The food was awesome, ambience too. Overall it was a very good experience here. Special to mentionTathagat, subho and Chef Ashish for their exemplary service. Thank you so much. Overall i woukd rate 5/5 a must visit place.",positive
"Flechazo has very pretty and well maintained ambience. They have used just 2-3 colours for the walls and it makes the restaurant look pleasant. Ther service is quick and amazing. The taste is also mesmerizing. They have buffets including live counters for pizza and pasta. They also allow you to cook in their kitchen to make pizzas. It is surely a good option for vegetarian as they have lots of options in veg. The dishes are unique , well presented and tasty. Overall it is surely a good restaurant to spend time with your friends and family. They also do celebrate your birthdays😊",positive
"Visited flechazo about three months backs! I can't wait to go there again! Absolute joy to be here! Amazing just amazing food. Loved the starters, ambience, service, sweets!! I loved everything here! I am a fan of dumplings but sadly I couldn't get the taste in my first try but can u believe it the wonderful chef came over to our desk! And asked of we liked the food.. I told him about the dumpling, he got me one dressed in all right sauces! And voila! My day just got better. I recommend it to everybody!!!",positive
Have visited this restrau couple of times and have received good service and food. But my recent visit was poor. Chicken and paneer both were not fresh and taste was not good. Only good thing was the live couter and the dal makhni in the main course. The staff did not even served the full starters and when we asked for corn they took half an hour to bring. Not happy with the visit. The restrau is good and needs to maintain the service quality as was in the starting.,negative
"Let's keep it straight this time: - Just like another BBQ restaurant, instead there is no BBQ here, they serve you the dishes. - Liked the way they served food shots (over a conveyer belt) - The nitrogen ice cream was over hyped I believe, it sucked. - Ambience is good. - Service is good. - Over-priced. Overall food was decent, go here if you just ""wanna try a new place"" Flechazo Pune",negative
"Mind-blowing decor, first of a kind food photography destination. Tried out the Non Veg buffet. The prawns were the best of the lot, among boneless chickens, boneless fish kebabs, mutton sheek kebabs etc. There is a unique Food Shot section where you get to taste single portions of different food entities. The main course was satisfactory. The dessert section had a lot of variety. The Mango Souffle, Gulab Jamuns and Shahi Tukda were above satisfactory. The ice cream making procedure was highly engaging but the final outcome seemed to dumb down the hype. Worth a visit, in overall.",negative
